user_id;book_id;rating
a450572e863a15754d12c25c6610955f;13274082;4
28f1081afb0ed1ff2b69e7886407ed1c;16056408;3
bae4f947139dc67670f971a134701bd6;32905343;5
d5529e5c32383ae1fc0d702d183bb2c1;11735983;3
8ee4d466a0c20063bcc90cc6ff251c06;12067;4
8913e53623e2e49eb987f48875b1d67c;7091488;4
93ac59a38d2e1c698a57e90351abdd68;22724488;5
345ffa60f3791ed34c7ff96129f66fa8;12924326;3
4b929e653212f2559bd5f185809114c7;6574102;4
cb3a114dd1f3d42bc768fd2fe2e14894;27335087;5
38db125e48422da75b7c16085c2f0791;6609765;3
f857b01c32434333981252aa5ee03d71;18713135;4
aca0327d89562cdd6354639598737b5c;13378513;4
4e7ff15cb95b04285f29a0d5b8d7e500;6689;5
3a1d154acd9d2d34c6d66b0a1106a0d1;13518112;0
6201d6bd6242ba4e9208f821542d55b4;561456;3
781d90181547e2cc472f94448c80f395;12084278;3
97bb0ba94ea2de70994905a26e171822;41865;2
e4270b8639776c7f0634aba4b5b1e0dc;930;4
e32a1e02652237ed422a2fd5035dd4f0;3;5
6ca4829b5f4fadd1243ae569395f229b;17453983;5
2cf1996d790ea8678f748448d9e9e3d4;26109394;2
3fceb49a64f9ecc62c47c8ff507e3933;20698530;3
702092d3000c23a5bce4f2d0b7e1974b;3295696;4
ede33b7c9c9493c53e103b58615e593b;21393526;0
f6fd6ee959921421fd075595a0e6930d;25664525;3
5037e6167bc3846a15d3e0a43f3656c1;16130641;3
65d781d9fd92203b1a353646a4ff0c37;414048;4
253bc3401cf498a59caa919184826a4a;17332588;3
3b283ea0e8af2c21d8e1aa62d4dde09d;9888775;4
210bb83f72553a83efdd2c2ef37b05c2;100915;5
af17fe51744b808f080696b3618b288f;26025989;3
50bc52bd2a8e1a9d1b0a9c3aebdacf59;14050;5
ec1d3fe2d7766e6364996353e434f63d;20738173;5
e96d7b0855e99f52b99771b5482e2128;11387515;5
463832a1e948ee3daa8a646f2421253a;9548964;3
5ea9ddc3860f9fbd69e6482d98227fe9;13104080;3
a0ae3f368238d27f577844589cad7baf;10866624;4
12bbc1ae88cd58284eddeeb141f901ee;20665064;4
e137f28a40df5e0d806ccc9073c76a49;10194157;5
8cc3c3e2d96c8f5aae76f8974f172f51;11366397;5
faa97a7019925f3e8ebf094888a45c59;9361589;2
0d344a261de9ab42e62cf9b3b7c52cc4;21487587;4
e7f3bf90a26ca52ac351c2718c3fff6a;28449270;2
d4b0f753d41d50d15b4b9aa8ff1bd42d;25412978;4
533f39586ab99ab80d543eb178541d6e;8888757;4
a070eb8d95abd18f21b0d3a078e2af86;18245960;5
6209a1de96ddbf54602eb6bb107cffc7;14059024;4
27325d8a3c87ccb35bc603e158c35dd3;10874177;3
e0057553ee88e92fa7f626e49d506d29;28110852;4
67d8f6da7fca00f7a3f51434c11d1755;21436;4
2286392473c3299d8e781ad0456ec360;9862827;3
7d11a9c676ed0cbf847e54821502b487;31549513;0
010ced6ba2326717811dea2209f8b21b;8685612;3
d5c5a44663d5c83817be4f4ca4fe5adb;13233993;4
aba6f8748f2f520a5ff7edec13b4d6ba;13452375;5
475a605c04b322a6dbe131644b8e2dd1;13555073;4
e318eeed92a51a3f8ea3ac1bdef853aa;16045520;0
eac49beafd4485d9c564dc8fab576fb8;21104828;0
9d37fc439f8e2419c5fe7e362ce3caaf;2767052;3
63bb8e2a51832cab0a2ceec6b7d63d33;7930335;4
2e3cdafcce05852bab945f628d450be5;12371865;5
fd2ba2e6e222b020e9f0d97d2b60d89d;28449270;3
4bb02f825cc4143bc546dd9883e0e2a7;22431039;5
908b185d21d29d3dc12bbd414fee1ef2;24934065;4
becbcb5d12ec9ba3037eb8b3a9d9f645;9761778;5
560a6b420d78074e0eb5252ab3c85cd3;24422492;4
5fcc24a13a2364310bf970b0eb8e37a5;10016013;5
c7ff41d393ac99f92c74c96b13fff8db;414999;3
fab499d055ef8d69b0ed64450ce4129f;13335037;5
b9106e7a3b27ede55ea0fec6c9fab739;1971304;4
db1db6fffaf5ff4567e0fc44bcf83a72;28458598;4
60774fe001fdb7bb551d8db8a244d392;13148184;5
e137f28a40df5e0d806ccc9073c76a49;7686667;5
0daabd06c8e76024ea83eaef6a9e0bfb;21880559;3
873a99050a2e13abbd545ce934a4aa14;18811222;3
3de68421742ca3ae240dc0f1e6945a4f;13570162;3
1722ff0588cfa6b70f7e28618be6e45a;15808412;4
7cb35704160242d580d49e63e962a42e;8517207;3
d3f297619523447003b08dae5f4bc733;30312891;4
87c9e3883ac78ce3424e6ae59f96fab8;5664985;5
5c56d8d687963fc044b8dd709b3ea302;17333174;4
da8d1b4134c8d754ded432184ab9c2d0;259028;4
01ec1a320ffded6b2dd47833f2c8e4fb;27252717;4
4dd5e8122eedc2072537e0fc38d08255;21569527;4
d482fe133d8d1d8c0bf1ab0ca7f0e65a;472331;1
e879a1ffa41f384d2fceccc4e3cf6829;12925063;3
1dfa77941f58b6ead58718053c4e7589;1966969;4
78b46da957aff701be9e890f6efe244c;6319;4
60982541be85a0611e9634b4f63d0cb0;9491739;5
09ac97ec16b3110a2ea8cb00de7384c7;3698;5
4772ee5f9edec9acceec070845ad8980;301082;2
f444acd61b0ccce1105a2dd139009e83;23751850;4
1210d65590e6916c7066139055a29116;9867814;5
23f73d3f0f64b23629787231c407cd6d;82780;4
25f1dbcc73b5df19ce52a0c5836a9445;2374852;5
ad18f4f6d1670c4629410385a08e05bd;27774758;4
f8408ba6d04f4cd7cab423d05a24aeec;25808080;4
e82cb07d7942be1cc2356be0866b4d52;6424171;5
e9c0dbba7b79b0f1cc17f549019060f2;574963;1
59dee447196fb2000ecde624af256812;24766;3
3f207c41e91bc0dc33ef97da33772439;32991569;4
02af8c12b0a91b1050dde18feb3e81a3;8490112;2
7ebb1d9147f944f784017245c9afbce2;279673;2
812ddc2ab39b9f36495085d103fed7ac;27833673;4
e029eadd65345bb32ef4d0c902cd66a6;2213661;5
fb246e3486a81669efc61b5157b0d90f;28260587;5
d139b0040ee9ca18d774ec71a2cf80b2;9591398;3
7c4786a00b61cca2567367fa842f798d;6186357;2
500d451862af597ef57b3b85817912b9;15704780;5
88774a71965c800fce58f0415db23ab0;19168982;4
99ef220802bbfa22bd3b24a70d459405;9266776;3
b48ca01d688e18fd6e4dcebffa6f45b5;51737;4
730d2486c5180ab2383721801a6c1b5f;10742462;3
30e889bff1d9f5d4742b19eeb77cb054;25876985;3
ed556b92506c3452b42fffed31697a1a;6593422;5
88cb6557e55fe4c15d87fde6288f8dec;5;5
b7fdf6806df9aeeaf1fc96676076518e;17929619;3
e9f81b530181df2fb25575bbf04b0f7e;23093367;5
fe92c329b7cb047b9440015df3a9e410;18214414;4
15316b0ff2bcd60e57d3f3c8b7f2f87d;14759651;4
d3bb92491935a6efe3c3aa21ad683e7e;25883848;4
f6fd6ee959921421fd075595a0e6930d;22609310;4
2693d88dfc9452bd5993406900626def;11115434;5
d5a1240c232f152292e552f7c44ae9ab;22021611;5
a1ae3ba6ca2917463fbce3064ae80931;12262741;4
664a6f6d2a4ff22333a6711c3fa88845;7304203;4
57f12107bd62bd77dec476170a98903c;4667024;4
2a7be11abcd377fd5b5e6cb5fc4a21b0;5113;5
090bb326b8fba14b262f11ef9abbd281;8220745;4
e3e7357308431a77e54e9778628d8561;17825130;5
ccf944f8aca6814c1ec21cad667b7123;6089708;3
968a5a8089d677d5b51bd7f3d550c65a;23395680;5
007d939b748568b27d1ec164e12d4b8a;17332969;4
75f9d7bf667d882fe1e6ebb322643cd3;35365;3
d3f297619523447003b08dae5f4bc733;25689074;4
392f94044bd6437c86af46de79d1401d;8664957;5
7728639352f17a7c92d6e9937be315ac;23691093;5
1e4bc3467ddf378b3ca0c1399bcfdb1c;21535271;2
e867be2ddb48fefca0ebda75c15d6730;29939230;5
c29c72bea40f5066f43ba2efc168f8f0;23492661;3
dc0a771e1e758fd57e31f4dc1a7c0f43;9462775;3
df7068f85819b1d0bd6b4ed20096692d;307791;4
3ca8de47c3c4a978ebf52c3cff53bde6;5107;4
7dc587baafc340752bc02c4df52a12f7;18103276;3
d033cacfec2b2d012bf5dd38131ab2f4;28187;5
3f766bb236abf1ee30fa18145c37656c;338691;0
a897a5b76a003fc80a3ecdf0a36aec15;16049054;4
70f88d5bc295297226b5b6fc4564e4ef;17930773;5
9469686ae99c0fcde99a342536260b72;29385546;4
1e4bc3467ddf378b3ca0c1399bcfdb1c;10428803;2
3a660c329e9edec6c2fa009a9b68e1e0;15283043;5
257271d094008c830d4f95e29b6e59c8;243272;4
621f3370bab5b86ca5124ee4f627a5c1;17256087;2
f4f9b72e9ba36e8a5dd0d12afeb8b3a0;23743603;1
cc69072f5827b25411770a8ef5edc44c;12127750;5
55b1707a4ba1c247ca7e8b2fda461b66;15992339;3
9a1286fc9fe6f448e1e7ea8f05451e19;7767021;4
174994bd274bcb0225b4865d53f062f4;9305362;4
16d34722e774412268359f12c9d32a57;27161156;5
c4f655f2ed79599a9259d7762313f3f3;6068551;4
59eb6e13d582a58fb15fd3a190c4613e;25128811;4
3f3989c29614f9779f0e9214487c8107;7091370;4
38cbf01edfdbac2cfbc562f56f4e4baf;26804433;4
21092fffd7670b1e724995ef6f4619e6;2118745;5
f75e8214e5fb9eed53cf92327f12f55e;22456920;4
dd669721e136c1be47d739b14fa23d20;6471550;5
bd0f35245e84203712c80275412ac876;16130759;3
c5f62fa258924a0bc47f8d14cb29d370;944073;1
843a44e2499ba9362b47a089b0b0ce75;20628154;3
a1e37717f9040b180e13c80e09b09527;7405450;2
45fc837223bda01b42f330c206971b21;13435889;3
02651037306c57971dea2f24ec9be70f;13580951;5
6720308aaea38b2ee1bfe911b37edf67;18712886;4
56ac99e3fd7616a95370ed2a954c27bb;5618698;4
ffd156f9a70275624951826b946b0c3e;10798428;4
4251532f32b7e8b98912188f4d962eb1;9118135;3
1b5dadbf5a56860722caba7ce4495549;6224826;5
e2d616fb740ac989e5fddf7e6622be5c;25611848;4
37788c6008ca44fc476a7ea3b3d56983;13436384;5
ad133fa9fed1527fbf4e6bf1afff495e;17602565;4
f902849114c6bd481d86a91785569866;15852756;3
83fa52c2260b0731507859fdbd299fd2;10429092;4
d746259b3d00bddbc5303d2fcc3eb263;25785993;2
c5dd2c875c4c5b8b2aad8bc5ef2396f3;17061;4
b4e0d01dc49db4b9d1a8d0466f4a3072;13623150;5
93ac59a38d2e1c698a57e90351abdd68;33392554;1
58d0c15b7a881a6ee19879bc632a6ab3;22840421;5
d15d09b9a128d671805ae6fa816351a3;6218281;3
89df2fca93612476e8dfdad3f94e5b76;2429135;5
f90ad05b7c5604f42fae617ed843d5db;16158542;5
4327bb8d5abc4ea53fcd3bdf693aeacb;18710190;3
c00f1058da7c3b661174dc7def9e1e97;17383302;5
a372f4d2df20f0a9b248d6471a00b524;17455585;4
7adcaeed98c221ff5809cbf30d66638d;26191000;5
a8ebe7683b706ce8b340b615e6c5146b;18764828;2
4d4a82b6db810003b3ec38676d4ff673;119324;4
bb0ed227be312739c35bb5d2fe00fc13;332631;3
5641bdaa62275252ea94c11154d1f637;29579;5
1560f9e5cc1fdcc5812c3d933a74149e;9969571;5
e10d1fdcebaa28eb4e95bde190494d05;23513349;5
d7c83751bd3f82b0a168935f60d631e6;15839976;4
f6a9fee1aa4cf1d02da83a71751266c5;12936;3
72378fe2153955e31dcf3119336d24c4;13206828;5
45bffaf9f1f22861e7585fbb3dd59585;23207027;4
aca760854b57ce2ec981df32e46dc96c;7719245;3
1ceef4796fb36190e72714895806835b;183656;5
c192cf0539b10c13b0bd63095bbeeeb9;8204005;1
0d7ca93edd6ddab37727d7be4196e5f8;17447050;4
2afc5b839488c99e000457d96020e306;17292511;2
8499416e93b2ca100684e162392bb810;8130839;3
7b4166acdefeb4adb7d12d9c1645c48f;17661416;5
55475556ab32863fed66cb94a404af71;43933;3
f05c07b444138f3c21b4925fa0669edf;16141351;5
958afdf8dd56da62298b04321be0d827;29939230;5
7bf95b198750691bb5c3e06ef97ead66;15731779;4
8d364826b0eed4bb95a1fd423e14b589;7963136;5
1b123b93c48d4740703f8f323de8416b;12551077;3
babc631ce1f8d2deab56f65cee762062;17376157;3
86c50170b8acde454c645ade35f24d78;13421230;2
97c2d8dab13cb6e471935a4d09300440;2767052;5
515c4a047e2bc9d95af021469288de08;10210;4
3c144ee8aa36f32036e330321687ce85;311165;3
1e4bc3467ddf378b3ca0c1399bcfdb1c;7235533;1
d2b333d6532a5d7539b771bfddaec167;6933141;3
d1c5de99f9e53daab056f06245831e45;7149287;4
4bbc7804e32a5c231d98250da67a0053;18249281;4
d7879573928a367edb1d1accf2372810;20613920;5
affe18f467d91ecd0d1b51cbe76205bc;10637748;4
73bc00349f4b82d2ce8ee7473349af74;4407;4
8ec14219a8be7dc61ab76d0a809f41cb;306364;4
cfd9d921d151d78a3689b901454cd76d;30724132;4
84670308bfe6b4dbdd5f880c7531dc51;4671;4
f2ba0f81862eab55a6ad1abc0ea1a646;23357496;5
c3b505483795a2f5a8dd347f436ae480;22328546;3
762bcb45ac9edbe847d4479b32e79980;256683;3
69d2891e0b840eaa4e2267593929b9a2;11065441;4
0d51eb8508a18fdf03889e7f95896011;6614960;5
5f2c3d266967a90fcaafa34d5e169eca;7137327;3
0118d9d0a565b11b7ff9edcaace80f75;17453983;4
bb5e364c3126392d5eeb2b0b6b2e02f1;246231;4
1b38069719aadc7b7d99854832e4cfbe;3678651;4
1695d08a7d87c76186cba875faa986b0;13184491;1
d0484fe3b92578d019a7ae8eb5468891;7716437;4
c60cf2aeb25ae56130c6bcc2840b7faf;17910570;0
49f0ab981f69c52b230ddcbe7254f8b9;21998105;1
60b13d0a5c4f7358cede2ca344416f40;17684326;3
bf53c9969a85fd0874df19dd495ec9d2;77203;5
07d4b7aa6ec53cba0d42ab430355d338;207365;5
22e6aa6cb4425438f32a49c7cbcb070a;17182126;4
026ee29e88fc843e80fe66c8fd1827af;1406197;4
0ba340d22b7f14a460c133eb255d067b;13132403;5
f206d8eecf4d7b9a2a490bdbf8815c10;17623975;2
7f1fe16a1878c1bfffcac3a58f970913;6448470;0
58d0c15b7a881a6ee19879bc632a6ab3;23299512;3
ff08c9f9be73017f38716368bdb9e202;2493973;5
a931d7cfb2e2a7ef189f4c58ec9d14a6;331679;3
e1fb03323e792d195dd48d23128b89cf;7142931;4
38525bc29c0523078cd9d88ba3a2ef28;23381448;5
e40982bbc059e3e3a1ad0084dbd2715b;827;4
4672eb229c808b792b8ea95f01f19784;18666047;3
1504b1df9207f8548fbdc9ef02ccf325;99561;5
6d864aa70b65ddc62054b47c97d8684c;29581;5
96e96cf938ca0a79c4391d64b55b13b9;17609863;4
1bec2212d0d646b91ec57c66b64f6d81;564758;4
429c3abe9f42cf5b2a1f1596eb9fadf0;402045;4
8cc35e27badbd27fa1d36a223bf9b1f2;9412471;0
5ccf302a3b317983eb6f2a54ec941f82;24724564;4
a38769b5c32423bf33b5499f2c4dcece;9815702;5
b5dc72f829508fe47068919e6c9d1c8e;29632984;4
d2f4a240821246a08d1a73eb08271170;30109213;0
06bb5b5d04bd2162dda5ea4fe59cb2b4;17824633;4
d6bac16f4bc81d256c6b1fa8db43392f;17928184;0
2c416ed526b5c03c4acb81116f013576;8158992;4
b352eb5912c560259af0e4f86a5820c0;16366;4
f7b55f9ea34702d413bfb23daeea5de9;51738;3
ef3b8040532e6170bd20d0e756e2e5ea;6428887;3
33e80b96df651569481eb899baa9db6c;13206828;4
8481f58b5d184a4cc6d362e390ab2079;35383830;4
89792c2c139b39347004d2d8480046f6;18774016;0
1b999330991ea06303a069eacae3205f;8409258;3
37ee060f64a213c1577749344a2b828a;6472451;4
c2cb4a54cd109a3c683e7efdffba2e0f;4505719;3
059f12db0f67b39ca212ddfd2b903814;107774;5
d7879573928a367edb1d1accf2372810;12157365;4
39a645f81dd968021b6f254f5fad898d;23477627;5
009a47e49c0dc6e84d1c5e0eb4cdf7f6;9376345;3
d8da834816756e5ee0634e88d63175bd;16061734;5
2a42c7b29892f758fd99871a88e6a5dd;11588;4
41bd39202589003ef23cc3e32f02e55b;8714027;3
efe2fd17d1b681c1387aab42f8f8c8f2;6423;4
7850248519704f69a12f60361731c045;17406843;3
b8cbee0b46a3cc4a07146c15e2725df3;15842441;4
3cd23b25e283f8be9f4c3ebada68a38c;15795628;1
e0979f6f0095116c088bff48c99aa8f2;17731927;3
15716887efe7de11fbec61ba90db693d;17162080;5
2b6ccbb50a5db99049ef986cba050c6a;12027429;0
df03ac501d26146409bae431322da9ce;26114135;5
1b6af0cd383352dcf2267ff62ef313c4;256683;5
1ffd36055cc50b9d3a08cfaf3085e2ea;345627;3
8b7eb5811bb637fd3b2a13e321a42e59;256683;5
81d8bf230419b7eedd6c828d91532a15;6583255;5
947306d22e44e1d857b7898d9b1c2364;20527879;3
76a42d163f6d140a26e97ebf2997dbca;15981894;3
4bf514538a33895a8f63e9ed1b4d4096;23626921;4
4afb615b28c074702499ee169e623d3b;17167166;5
c5bc6f8762716f3ff5d6573ed9fd3ec4;10428902;3
9af0b3f9a27c6ee117a43473e470f0d7;13494925;3
a4647c9a2b6597d19488bac6c041e99c;25324885;3
26b6d2e8d2c2e2f76a70a3359ba76c6a;7129588;2
a413371aecc682414eb9c712a1c4187c;10637959;3
13d16398c8f284a0fd3ea11acae57551;49628;5
300786d673adeaabbd25faae8b4c6086;23301545;1
c144254ac26212581f80c3bbc860a199;22852698;5
48a263cc447d65665e3a2b42cf7d0ab6;89723;4
2176fb58549ef15475bd7c6020c637c0;17228280;3
9f460f2c5c32589ea45731dd49b0ead5;23213197;3
c80f8354c301a716e25f660338fd41a6;4671;4
3870dcff000b4241d6011162f7b7a425;27507850;3
a350a6929befe72d9e76c2fac8dcbd0d;3688715;4
f9c1c75f114cd9e38e9355064acf4114;10215349;3
84670308bfe6b4dbdd5f880c7531dc51;18775247;4
4d2d5f49111976a1b1807d854b37f6e6;24378015;4
a429aa89999a54a0d8305bc2df1004b3;13615701;4
9e4df2c8b817cda2ff730be649e7fd4e;18143977;5
08624e714e9f4a5fc15327dce82b835e;6137154;3
c6ebabd7482388ca1a3f7779bc57f25a;13206900;5
e6861b9779168cab52a3b66832b05a52;9462812;5
2856c44b244147ab4964a445fc1bb69f;16002011;3
8a0e0529f02f13d51116a9a44a2d771b;13330761;3
9da810ac28645a3d958c525735d92747;17331828;3
b99123fc9e1b8c8f81e2cc96e471ccb8;22328546;3
494f790a705da9824d798f9acdb25a63;13455782;4
4b5b6901b2c87f2dba4fb5fc0a0144de;6609758;1
d513df05a6e757dc70df0fd982c5e017;68427;4
1eff095a882bd44ee4c6ea1055823b0e;15832932;3
05948e5432acc995bece02527c5aaab0;2914097;5
434e666de695676b1e8dcaae83370379;23219;4
6e9ba32af0725fe42a8b51795683c633;11918;5
2be175c86ecf349cafb4d136c37f24f7;23221022;2
841a6419b5d66c54a93fc0a835feda4d;135479;4
58f7d3af14dfa25acd9ec029fcc43bec;18693119;4
a1392ae35df05b597772697896fea212;19547856;5
dba0ab1f70d910f6bac3814ee2ae020e;2903736;4
b9bb40c368e92b244ac74a5bb0b11bbb;9591398;5
4f5ccf5e18c4c76f4766d665a175bd19;28817799;4
02651037306c57971dea2f24ec9be70f;1582996;5
e1245e666e728026b1253a4228ee67ed;5246;4
8913e53623e2e49eb987f48875b1d67c;30244;2
1aa34c596c1835eece458de9638dd974;8694389;5
412558d6b1854925a7f43d3d8cd23266;32025142;5
14d6a7cae2fe95524d85d4bcfc5504f7;17244430;4
29245224f1e5fa34f404b065431a1d2c;29451540;4
fdc5ff13270a74814dad665b5d1385a1;16158535;5
0867fa7e18da1a292d0256fad0ee4e31;16090636;5
7a31dd927af7d94651363aab0e044971;20625174;4
d3c612a25c4fe48bb9afb35e539fcc21;1421990;0
def5a9f4f3605ad5c8b294298b2a4b2f;100915;5
de3826d184a13b67f786b20b16461105;45978;1
b4375e6d624f9a12ffd91e3a802f6ff6;22733729;2
ede03a5f2c2b4234badb9bdcec02ebd9;11735983;3
8d296efe4f23f9d2747ef37e1c38b173;6957682;3
00c484920796bba4529e9c1514a2f57f;33457;4
bd7b27d11a8936ae53127346b8cb59dd;13365532;4
8bfbf1b344efdb2cad6dbee077f870a8;2088385;4
3e9df3771fc7afbe2be3a9cd4b6484a2;3112394;5
22784f17ceb7c97e88052db1857cdac9;23381014;2
5fa79c9933ed7bb440eae27ce9ad747e;15953127;3
3e146bd5bd01924b67926305fdcf5691;19286669;5
1a701537c6d0ef14271973e47fefe04d;17411955;5
3d278a8cfb4df82189b7845d8335447f;10773311;4
2f8ce61f6539f38eccce6ef1a9e5829b;18657517;5
f9cb2071742e6a7ba9e2f5d559fdbfe1;16059426;3
aec4b667a88f6ed7e39d456a7e80284c;22609317;5
24c1490a8326b926ad80b6b544707831;15986094;0
04f8d539002b098423d3a13287f631aa;19504964;5
6a5afd5f021da91e65131a36d47b8c6b;11544421;5
1ade4af325b67bc20abcfaf59395745a;54479;4
12889ca3ea33be08b182e1bab60e8b55;25454883;3
646cf8f84fd70baed27a05b83bba39fe;29056083;1
f031091fe2d9a8e10ea651388b5412f0;23395680;5
17ea8d8f7ad5d303fc66a657634a7586;114954;3
ddce5f2111227378ad6b33a6f8b6f95c;16160797;5
bbefc32b1c234b2887c4084db0240afe;104089;4
80b188190407e9c2a3142c88eb924406;7664041;5
40d53b384fa77fefab06dd1fb203a219;11505797;4
df0cda044bcbcb14f9289984a1b5270c;170453;4
d5d1f5eb5c2fbfd56a537b5d0307e15a;17731296;5
8688b5a1b7ad2e31efb13d68e9230749;8306857;0
aba6f8748f2f520a5ff7edec13b4d6ba;7235533;5
1ddb62eb157912226b01b6f35e7fcd86;12905583;1
ea7849c350607cfaee9832dfb58cf747;20643434;5
327858f6d967ef1567459b84252ac71a;13228436;5
1ade4af325b67bc20abcfaf59395745a;14935;4
fcfe89deb1c14f1c3987307b479d9d61;10818853;5
fcbe31916707dc9882097b623d1ca97e;1295102;3
f84539f2abeb45ae185a47fd57fc5c7e;2802316;5
f15071047f2b0d09dff0d31b565ccbb5;1103;4
ac27af1b5d66018d1851055a184be4ca;12510899;5
cc4a974bb9f915deb555b627916a4490;24800;5
1f17613854787a73e476ae43b3c2215d;10335308;4
d6efbdceecbf4c03d0790bed70a3012d;9182478;4
824d5ae52ef03f97f9516271b0ea742e;8908;4
7d9db9ad57f459e4320e50d0db43bc53;16164030;2
4998e2ad19786a3a14e2bc9491319f63;17206;4
17143e1f97f260899cd2283b3c70adf0;15985348;2
fc42cbb17f863f27ab7b8b231ef6e49a;3473;3
b78a9143ca2f0c4c7361694dc6cb0500;15731779;0
097683564420ca780509290489f06000;10215349;5
7492e21ed92c8daa5e4fa2ac651b06da;20256737;4
b06a139b2c4e655688f36d7747c4d5fd;22550398;4
61c2730805d19077937fcc941720118d;15985373;4
f705c99823b3ca1e9d01f98c71f56fe9;84135;2
d25da89c92fcb1c4b9ae57d058eff265;7201913;3
ddad91c73ef86d319b74f34a6246985f;20575446;3
553271d597f63503ffc2077b116d01d8;15654;3
ab42c53360f599d3ca6d8a02102d21e8;2767052;5
9659f9767df3bc58d8f1cd31af2a48a0;24331115;0
3e9026489b42a044d948d5f945f7ede6;328802;4
f857b01c32434333981252aa5ee03d71;24151121;4
a1c6fe90cf3359389a6e7d1eca478207;16781182;4
fb805710159370a7f7cad484d56de24a;18068649;5
850686af6654e7d39e2e9d0be462dd6e;4912;4
6ac525adf4b310450716de5a4a14a03d;9460487;2
7a0a1cc6bdab0af4a19ea07a272ef149;11455096;1
5aeeed395f785e774a34c86f05dfbd19;6318238;5
4eff55f703e03c7ec9f4bc4339c33905;15505346;3
19256b83987c9bc23d4c657e3a73357d;1421990;4
b9bb40c368e92b244ac74a5bb0b11bbb;28260402;3
4a0e02dfdff95ef1c7b0e5ea837bb694;131123;4
b23320b18524bcf4b5b878ce9cce4082;6542216;5
21b5baece4d060ec5d731bc8acaa285a;25614739;2
a14ea1cdd9b6586bc1b8facb43a0b89f;91479;4
6c5752c51fce7dcff3ddba0c71e4a0ea;13496;5
